transaction_ID,date_time,day_of_week,total,place,item_type,amount
421,2019-08-30 16:18:00.000,Friday,18800,동면,Angbutter,1
421,2019-08-30 16:18:00.000,Friday,18800,동면,Plain bread,1
421,2019-08-30 16:18:00.000,Friday,18800,동면,Americano,1
421,2019-08-30 16:18:00.000,Friday,18800,동면,Tiramisu croissant,1
422,2019-08-31 11:15:00.000,Saturday,18600,효자 2동,Angbutter,1
422,2019-08-31 11:15:00.000,Saturday,18600,효자 2동,Tiramisu croissant,1
422,2019-08-31 11:15:00.000,Saturday,18600,효자 2동,Pain au chocolat,1
422,2019-08-31 11:15:00.000,Saturday,18600,효자 2동,Gateau chocolat,1
423,2019-08-31 11:20:00.000,Saturday,16300,퇴계동,Angbutter,1
423,2019-08-31 11:20:00.000,Saturday,16300,퇴계동,Croissant,1
423,2019-08-31 11:20:00.000,Saturday,16300,퇴계동,Pain au chocolat,1
423,2019-08-31 11:20:00.000,Saturday,16300,퇴계동,Wiener,1
424,2019-08-31 11:37:00.000,Saturday,14800,후평 3동,Angbutter,1
424,2019-08-31 11:37:00.000,Saturday,14800,후평 3동,Plain bread,1
424,2019-08-31 11:37:00.000,Saturday,14800,후평 3동,Tiramisu croissant,1
425,2019-08-31 12:31:00.000,Saturday,16300,퇴계동,Angbutter,1
425,2019-08-31 12:31:00.000,Saturday,16300,퇴계동,Croissant,1
425,2019-08-31 12:31:00.000,Saturday,16300,퇴계동,Pain au chocolat,1
425,2019-08-31 12:31:00.000,Saturday,16300,퇴계동,Wiener,1
426,2019-08-31 12:34:00.000,Saturday,14800,후평 1동,Angbutter,1
426,2019-08-31 12:34:00.000,Saturday,14800,후평 1동,Tiramisu croissant,1
426,2019-08-31 12:34:00.000,Saturday,14800,후평 1동,Pain au chocolat,1
427,2019-08-31 13:16:00.000,Saturday,16000,동면,Plain bread,4
428,2019-08-31 14:50:00.000,Saturday,16100,후평 3동,Angbutter,2
428,2019-08-31 14:50:00.000,Saturday,16100,후평 3동,Milk tea,1
429,2019-08-31 15:27:00.000,Saturday,14100,동내면,Angbutter,2
429,2019-08-31 15:27:00.000,Saturday,14100,동내면,Caffe latte,1
430,2019-09-01 11:05:00.000,Sunday,23300,후평 2동,Angbutter,1
430,2019-09-01 11:05:00.000,Sunday,23300,후평 2동,Cacao deep,1
430,2019-09-01 11:05:00.000,Sunday,23300,후평 2동,Pain au chocolat,1
430,2019-09-01 11:05:00.000,Sunday,23300,후평 2동,Almond croissant,1
430,2019-09-01 11:05:00.000,Sunday,23300,후평 2동,Pandoro,1
431,2019-09-01 11:22:00.000,Sunday,14800,동면,Angbutter,1
431,2019-09-01 11:22:00.000,Sunday,14800,동면,Pain au chocolat,1
431,2019-09-01 11:22:00.000,Sunday,14800,동면,Orange pound,1
432,2019-09-01 11:40:00.000,Sunday,22100,후평 2동,Angbutter,2
432,2019-09-01 11:40:00.000,Sunday,22100,후평 2동,Plain bread,1
432,2019-09-01 11:40:00.000,Sunday,22100,후평 2동,Croissant,1
432,2019-09-01 11:40:00.000,Sunday,22100,후평 2동,Pain au chocolat,1
433,2019-09-01 12:04:00.000,Sunday,19600,효자 3동,Angbutter,2
433,2019-09-01 12:04:00.000,Sunday,19600,효자 3동,Caffe latte,1
433,2019-09-01 12:04:00.000,Sunday,19600,효자 3동,Pain au chocolat,1
434,2019-09-01 12:07:00.000,Sunday,16600,석사동,Angbutter,2
434,2019-09-01 12:07:00.000,Sunday,16600,석사동,Plain bread,1
434,2019-09-01 12:07:00.000,Sunday,16600,석사동,Jam,1
435,2019-09-01 12:25:00.000,Sunday,22900,효자 1동,Angbutter,2
435,2019-09-01 12:25:00.000,Sunday,22900,효자 1동,Plain bread,1
435,2019-09-01 12:25:00.000,Sunday,22900,효자 1동,Cacao deep,1
435,2019-09-01 12:25:00.000,Sunday,22900,효자 1동,Gateau chocolat,1
436,2019-09-01 12:39:00.000,Sunday,28300,후평 3동,Angbutter,1
436,2019-09-01 12:39:00.000,Sunday,28300,후평 3동,Plain bread,1
436,2019-09-01 12:39:00.000,Sunday,28300,후평 3동,Cacao deep,1
436,2019-09-01 12:39:00.000,Sunday,28300,후평 3동,Pain au chocolat,1
436,2019-09-01 12:39:00.000,Sunday,28300,후평 3동,Orange pound,2
437,2019-09-01 13:56:00.000,Sunday,14800,석사동,Tiramisu croissant,1
437,2019-09-01 13:56:00.000,Sunday,14800,석사동,Gateau chocolat,1
437,2019-09-01 13:56:00.000,Sunday,14800,석사동,Orange pound,1
438,2019-09-01 14:05:00.000,Sunday,33100,석사동,Angbutter,1
438,2019-09-01 14:05:00.000,Sunday,33100,석사동,Americano,2
438,2019-09-01 14:05:00.000,Sunday,33100,석사동,Croissant,1
438,2019-09-01 14:05:00.000,Sunday,33100,석사동,Cacao deep,1
438,2019-09-01 14:05:00.000,Sunday,33100,석사동,Pain au chocolat,2
438,2019-09-01 14:05:00.000,Sunday,33100,석사동,Gateau chocolat,1
439,2019-09-01 14:35:00.000,Sunday,14800,효자 3동,Angbutter,1
439,2019-09-01 14:35:00.000,Sunday,14800,효자 3동,Croissant,1
439,2019-09-01 14:35:00.000,Sunday,14800,효자 3동,Pandoro,1
440,2019-09-01 14:43:00.000,Sunday,15800,효자 2동,Angbutter,1
440,2019-09-01 14:43:00.000,Sunday,15800,효자 2동,Almond croissant,1
440,2019-09-01 14:43:00.000,Sunday,15800,효자 2동,Vanila latte,1
441,2019-09-01 15:04:00.000,Sunday,16100,소양동,Angbutter,2
441,2019-09-01 15:04:00.000,Sunday,16100,소양동,Orange pound,1
442,2019-09-02 12:12:00.000,Monday,31400,근화동,Angbutter,3
442,2019-09-02 12:12:00.000,Monday,31400,근화동,Croissant,1
442,2019-09-02 12:12:00.000,Monday,31400,근화동,Pandoro,1
442,2019-09-02 12:12:00.000,Monday,31400,근화동,Orange pound,1
442,2019-09-02 12:12:00.000,Monday,31400,근화동,Wiener,1
443,2019-09-02 14:17:00.000,Monday,20300,후평 3동,Angbutter,1
443,2019-09-02 14:17:00.000,Monday,20300,후평 3동,Tiramisu croissant,1
443,2019-09-02 14:17:00.000,Monday,20300,후평 3동,Vanila latte,1
443,2019-09-02 14:17:00.000,Monday,20300,후평 3동,Berry ade,1
444,2019-09-02 14:30:00.000,Monday,24300,동면,Angbutter,1
444,2019-09-02 14:30:00.000,Monday,24300,동면,Cacao deep,1
444,2019-09-02 14:30:00.000,Monday,24300,동면,Almond croissant,2
444,2019-09-02 14:30:00.000,Monday,24300,동면,Pandoro,1
445,2019-09-02 15:13:00.000,Monday,23500,동면,Croissant,1
445,2019-09-02 15:13:00.000,Monday,23500,동면,Tiramisu croissant,2
445,2019-09-02 15:13:00.000,Monday,23500,동면,Almond croissant,1
445,2019-09-02 15:13:00.000,Monday,23500,동면,Pandoro,2
445,2019-09-02 15:13:00.000,Monday,23500,동면,Wiener,1
445,2019-09-02 15:13:00.000,Monday,23500,동면,Vanila latte,1
446,2019-09-02 15:16:00.000,Monday,18300,후평 1동,Angbutter,1
447,2019-09-02 15:24:00.000,Monday,15000,후평 3동,Cacao deep,1
447,2019-09-02 15:24:00.000,Monday,15000,후평 3동,Almond croissant,1
447,2019-09-02 15:24:00.000,Monday,15000,후평 3동,Pandoro,1
448,2019-09-04 11:49:00.000,Wednesday,23000,후평 3동,Americano,1
448,2019-09-04 11:49:00.000,Wednesday,23000,후평 3동,Caffe latte,1
448,2019-09-04 11:49:00.000,Wednesday,23000,후평 3동,Tiramisu croissant,1
448,2019-09-04 11:49:00.000,Wednesday,23000,후평 3동,Pain au chocolat,1
448,2019-09-04 11:49:00.000,Wednesday,23000,후평 3동,Orange pound,1
449,2019-09-04 12:04:00.000,Wednesday,14800,후평 1동,Angbutter,1
449,2019-09-04 12:04:00.000,Wednesday,14800,후평 1동,Americano,1
449,2019-09-04 12:04:00.000,Wednesday,14800,후평 1동,Cacao deep,1
450,2019-09-04 12:06:00.000,Wednesday,18600,후평 2동,Angbutter,1
450,2019-09-04 12:06:00.000,Wednesday,18600,후평 2동,Croissant,1
450,2019-09-04 12:06:00.000,Wednesday,18600,후평 2동,Tiramisu croissant,1
450,2019-09-04 12:06:00.000,Wednesday,18600,후평 2동,Gateau chocolat,1
451,2019-09-04 12:31:00.000,Wednesday,18600,후평 3동,Angbutter,1
451,2019-09-04 12:31:00.000,Wednesday,18600,후평 3동,Croissant,1
451,2019-09-04 12:31:00.000,Wednesday,18600,후평 3동,Milk tea,1
451,2019-09-04 12:31:00.000,Wednesday,18600,후평 3동,Gateau chocolat,1
452,2019-09-04 12:58:00.000,Wednesday,17000,동면,Plain bread,1
452,2019-09-04 12:58:00.000,Wednesday,17000,동면,Croissant,1
452,2019-09-04 12:58:00.000,Wednesday,17000,동면,Pain au chocolat,1
452,2019-09-04 12:58:00.000,Wednesday,17000,동면,Pandoro,1
453,2019-09-04 13:19:00.000,Wednesday,19300,후평 1동,Angbutter,1
453,2019-09-04 13:19:00.000,Wednesday,19300,후평 1동,Croissant,1
453,2019-09-04 13:19:00.000,Wednesday,19300,후평 1동,Wiener,2
453,2019-09-04 13:19:00.000,Wednesday,19300,후평 1동,Merinque cookies,1
454,2019-09-04 13:31:00.000,Wednesday,15300,효자 2동,Angbutter,1
454,2019-09-04 13:31:00.000,Wednesday,15300,효자 2동,Americano,1
454,2019-09-04 13:31:00.000,Wednesday,15300,효자 2동,Tiramisu croissant,1
455,2019-09-04 13:42:00.000,Wednesday,27700,근화동,Angbutter,3
455,2019-09-04 13:42:00.000,Wednesday,27700,근화동,Cacao deep,1
455,2019-09-04 13:42:00.000,Wednesday,27700,근화동,Pain au chocolat,1
455,2019-09-04 13:42:00.000,Wednesday,27700,근화동,Gateau chocolat,1
456,2019-09-04 13:53:00.000,Wednesday,22800,후평 3동,Angbutter,1
456,2019-09-04 13:53:00.000,Wednesday,22800,후평 3동,Plain bread,1
456,2019-09-04 13:53:00.000,Wednesday,22800,후평 3동,Jam,1
456,2019-09-04 13:53:00.000,Wednesday,22800,후평 3동,Croissant,1
456,2019-09-04 13:53:00.000,Wednesday,22800,후평 3동,Cacao deep,1
456,2019-09-04 13:53:00.000,Wednesday,22800,후평 3동,Pain au chocolat,1
457,2019-09-04 14:52:00.000,Wednesday,25600,효자 2동,Croissant,2
457,2019-09-04 14:52:00.000,Wednesday,25600,효자 2동,Tiramisu croissant,1
457,2019-09-04 14:52:00.000,Wednesday,25600,효자 2동,Gateau chocolat,2
457,2019-09-04 14:52:00.000,Wednesday,25600,효자 2동,Orange pound,1
458,2019-09-04 14:54:00.000,Wednesday,14800,효자 2동,Angbutter,1
458,2019-09-04 14:54:00.000,Wednesday,14800,효자 2동,Plain bread,1
458,2019-09-04 14:54:00.000,Wednesday,14800,효자 2동,Tiramisu croissant,1
459,2019-09-04 15:26:00.000,Wednesday,41100,조운동,Angbutter,2
459,2019-09-04 15:26:00.000,Wednesday,41100,조운동,Plain bread,2
459,2019-09-04 15:26:00.000,Wednesday,41100,조운동,Jam,2
459,2019-09-04 15:26:00.000,Wednesday,41100,조운동,Americano,2
459,2019-09-04 15:26:00.000,Wednesday,41100,조운동,Pain au chocolat,2
459,2019-09-04 15:26:00.000,Wednesday,41100,조운동,Milk tea,1
460,2019-09-04 16:28:00.000,Wednesday,18600,동면,Angbutter,2
460,2019-09-04 16:28:00.000,Wednesday,18600,동면,Croissant,2
461,2019-09-05 11:15:00.000,Thursday,27700,동면,Angbutter,4
461,2019-09-05 11:15:00.000,Thursday,27700,동면,Cacao deep,1
461,2019-09-05 11:15:00.000,Thursday,27700,동면,Wiener,1
462,2019-09-05 11:27:00.000,Thursday,21800,효자 1동,Angbutter,1
462,2019-09-05 11:27:00.000,Thursday,21800,효자 1동,Plain bread,2
462,2019-09-05 11:27:00.000,Thursday,21800,효자 1동,Croissant,1
462,2019-09-05 11:27:00.000,Thursday,21800,효자 1동,Orange pound,1
463,2019-09-05 11:47:00.000,Thursday,15100,강남동,Angbutter,2
463,2019-09-05 11:47:00.000,Thursday,15100,강남동,Plain bread,1
464,2019-09-05 12:12:00.000,Thursday,19600,후평 2동,Angbutter,1
464,2019-09-05 12:12:00.000,Thursday,19600,후평 2동,Gateau chocolat,1
464,2019-09-05 12:12:00.000,Thursday,19600,후평 2동,Orange pound,1
464,2019-09-05 12:12:00.000,Thursday,19600,후평 2동,Vanila latte,1
465,2019-09-05 12:21:00.000,Thursday,16400,교동,Angbutter,3
466,2019-09-05 12:24:00.000,Thursday,17600,석사동,Angbutter,2
466,2019-09-05 12:24:00.000,Thursday,17600,석사동,Pain au chocolat,1
466,2019-09-05 12:24:00.000,Thursday,17600,석사동,Wiener,1
467,2019-09-05 13:30:00.000,Thursday,15600,퇴계동,Angbutter,2
467,2019-09-05 13:30:00.000,Thursday,15600,퇴계동,Americano,1
468,2019-09-05 13:49:00.000,Thursday,20900,신사우동,Angbutter,2
468,2019-09-05 13:49:00.000,Thursday,20900,신사우동,Tiramisu croissant,1
468,2019-09-05 13:49:00.000,Thursday,20900,신사우동,Gateau chocolat,1
469,2019-09-05 14:30:00.000,Thursday,29200,신사우동,Angbutter,4
469,2019-09-05 14:30:00.000,Thursday,29200,신사우동,Plain bread,1
469,2019-09-05 14:30:00.000,Thursday,29200,신사우동,Pain au chocolat,1
470,2019-09-05 14:46:00.000,Thursday,18800,동면,Angbutter,1
470,2019-09-05 14:46:00.000,Thursday,18800,동면,Plain bread,1
470,2019-09-05 14:46:00.000,Thursday,18800,동면,Tiramisu croissant,1
470,2019-09-05 14:46:00.000,Thursday,18800,동면,Cacao deep,1
471,2019-09-05 15:39:00.000,Thursday,16100,석사동,Angbutter,2
471,2019-09-05 15:39:00.000,Thursday,16100,석사동,Milk tea,1
472,2019-09-05 15:46:00.000,Thursday,14800,후평 2동,Angbutter,1
472,2019-09-05 15:46:00.000,Thursday,14800,후평 2동,Tiramisu croissant,1
472,2019-09-05 15:46:00.000,Thursday,14800,후평 2동,Pain au chocolat,1
473,2019-09-05 15:50:00.000,Thursday,14100,소양동,Angbutter,2
473,2019-09-05 15:50:00.000,Thursday,14100,소양동,Wiener,1
474,2019-09-06 11:14:00.000,Friday,16300,강남동,Angbutter,1
474,2019-09-06 11:14:00.000,Friday,16300,강남동,Croissant,2
474,2019-09-06 11:14:00.000,Friday,16300,강남동,Wiener,1
475,2019-09-06 11:30:00.000,Friday,14800,후평 2동,Angbutter,1
475,2019-09-06 11:30:00.000,Friday,14800,후평 2동,Tiramisu croissant,1
475,2019-09-06 11:30:00.000,Friday,14800,후평 2동,Pain au chocolat,1
476,2019-09-06 12:09:00.000,Friday,15300,후평 2동,Angbutter,1
476,2019-09-06 12:09:00.000,Friday,15300,후평 2동,Plain bread,1
476,2019-09-06 12:09:00.000,Friday,15300,후평 2동,Jam,1
476,2019-09-06 12:09:00.000,Friday,15300,후평 2동,Pain au chocolat,1
477,2019-09-06 13:46:00.000,Friday,19800,동면,Angbutter,1
477,2019-09-06 13:46:00.000,Friday,19800,동면,Tiramisu croissant,1
477,2019-09-06 13:46:00.000,Friday,19800,동면,Cacao deep,1
477,2019-09-06 13:46:00.000,Friday,19800,동면,Pandoro,1
478,2019-09-06 15:06:00.000,Friday,15800,동면,Angbutter,4
478,2019-09-06 15:06:00.000,Friday,15800,동면,Gateau chocolat,1
479,2019-09-06 16:29:00.000,Friday,39700,소양동,Angbutter,2
479,2019-09-06 16:29:00.000,Friday,39700,소양동,Croissant,2
479,2019-09-06 16:29:00.000,Friday,39700,소양동,Almond croissant,2
479,2019-09-06 16:29:00.000,Friday,39700,소양동,Gateau chocolat,2
479,2019-09-06 16:29:00.000,Friday,39700,소양동,Orange pound,1
480,2019-09-07 11:06:00.000,Saturday,18600,석사동,Gateau chocolat,2
480,2019-09-07 11:06:00.000,Saturday,18600,석사동,Orange pound,2
481,2019-09-07 11:10:00.000,Saturday,23600,후평 3동,Angbutter,2
481,2019-09-07 11:10:00.000,Saturday,23600,후평 3동,Americano,1
481,2019-09-07 11:10:00.000,Saturday,23600,후평 3동,Croissant,1
481,2019-09-07 11:10:00.000,Saturday,23600,후평 3동,Vanila latte,1
482,2019-09-07 11:15:00.000,Saturday,19800,후평 3동,Angbutter,1
482,2019-09-07 11:15:00.000,Saturday,19800,후평 3동,Plain bread,2
482,2019-09-07 11:15:00.000,Saturday,19800,후평 3동,Jam,1
482,2019-09-07 11:15:00.000,Saturday,19800,후평 3동,Tiramisu croissant,1
483,2019-09-07 11:18:00.000,Saturday,14100,동내면,Angbutter,2
483,2019-09-07 11:18:00.000,Saturday,14100,동내면,Orange pound,1
484,2019-09-07 11:40:00.000,Saturday,14800,동면,Angbutter,1
484,2019-09-07 11:40:00.000,Saturday,14800,동면,Croissant,1
484,2019-09-07 11:40:00.000,Saturday,14800,동면,Tiramisu croissant,1
485,2019-09-07 11:42:00.000,Saturday,18800,후평 1동,Angbutter,1
485,2019-09-07 11:42:00.000,Saturday,18800,후평 1동,Croissant,1
485,2019-09-07 11:42:00.000,Saturday,18800,후평 1동,Cacao deep,1
485,2019-09-07 11:42:00.000,Saturday,18800,후평 1동,Pandoro,1
486,2019-09-07 11:47:00.000,Saturday,22500,후평 2동,Plain bread,1
486,2019-09-07 11:47:00.000,Saturday,22500,후평 2동,Croissant,1
486,2019-09-07 11:47:00.000,Saturday,22500,후평 2동,Tiramisu croissant,2
486,2019-09-07 11:47:00.000,Saturday,22500,후평 2동,Almond croissant,1
487,2019-09-07 11:57:00.000,Saturday,22800,석사동,Americano,2
487,2019-09-07 11:57:00.000,Saturday,22800,석사동,Almond croissant,2
487,2019-09-07 11:57:00.000,Saturday,22800,석사동,Gateau chocolat,1
488,2019-09-07 12:00:00.000,Saturday,15300,석사동,Angbutter,1
488,2019-09-07 12:00:00.000,Saturday,15300,석사동,Cacao deep,1
488,2019-09-07 12:00:00.000,Saturday,15300,석사동,Orange pound,1
489,2019-09-07 12:05:00.000,Saturday,18600,후평 3동,Angbutter,1
489,2019-09-07 12:05:00.000,Saturday,18600,후평 3동,Plain bread,1
489,2019-09-07 12:05:00.000,Saturday,18600,후평 3동,Gateau chocolat,1
489,2019-09-07 12:05:00.000,Saturday,18600,후평 3동,Pandoro,1
490,2019-09-07 12:39:00.000,Saturday,15100,효자 3동,Angbutter,2
490,2019-09-07 12:39:00.000,Saturday,15100,효자 3동,Plain bread,1
491,2019-09-07 15:22:00.000,Saturday,26300,후평 2동,Plain bread,2
491,2019-09-07 15:22:00.000,Saturday,26300,후평 2동,Jam,3
491,2019-09-07 15:22:00.000,Saturday,26300,후평 2동,Milk tea,1
491,2019-09-07 15:22:00.000,Saturday,26300,후평 2동,Gateau chocolat,1
491,2019-09-07 15:22:00.000,Saturday,26300,후평 2동,Orange pound,1
492,2019-09-07 16:12:00.000,Saturday,27500,후평 1동,Angbutter,3
492,2019-09-07 16:12:00.000,Saturday,27500,후평 1동,Plain bread,1
492,2019-09-07 16:12:00.000,Saturday,27500,후평 1동,Gateau chocolat,2
493,2019-09-07 16:23:00.000,Saturday,27400,후평 2동,Angbutter,3
493,2019-09-07 16:23:00.000,Saturday,27400,후평 2동,Plain bread,1
493,2019-09-07 16:23:00.000,Saturday,27400,후평 2동,Croissant,1
493,2019-09-07 16:23:00.000,Saturday,27400,후평 2동,Merinque cookies,1
494,2019-09-08 11:08:00.000,Sunday,25100,후평 3동,Angbutter,2
494,2019-09-08 11:08:00.000,Sunday,25100,후평 3동,Almond croissant,1
494,2019-09-08 11:08:00.000,Sunday,25100,후평 3동,Vanila latte,2
495,2019-09-08 11:27:00.000,Sunday,14800,효자 3동,Angbutter,1
495,2019-09-08 11:27:00.000,Sunday,14800,효자 3동,Tiramisu croissant,1
495,2019-09-08 11:27:00.000,Sunday,14800,효자 3동,Pain au chocolat,1
496,2019-09-08 11:37:00.000,Sunday,26000,후평 2동,Plain bread,1
496,2019-09-08 11:37:00.000,Sunday,26000,후평 2동,Croissant,2
496,2019-09-08 11:37:00.000,Sunday,26000,후평 2동,Tiramisu croissant,1
496,2019-09-08 11:37:00.000,Sunday,26000,후평 2동,Milk tea,1
496,2019-09-08 11:37:00.000,Sunday,26000,후평 2동,Lemon ade,1
497,2019-09-08 11:56:00.000,Sunday,16400,퇴계동,Angbutter,3
498,2019-09-09 11:12:00.000,Monday,23100,소양동,Angbutter,1
498,2019-09-09 11:12:00.000,Monday,23100,소양동,Croissant,1
498,2019-09-09 11:12:00.000,Monday,23100,소양동,Tiramisu croissant,1
498,2019-09-09 11:12:00.000,Monday,23100,소양동,Gateau chocolat,1
498,2019-09-09 11:12:00.000,Monday,23100,소양동,Pandoro,1
499,2019-09-09 12:04:00.000,Monday,22600,동면,Angbutter,2
499,2019-09-09 12:04:00.000,Monday,22600,동면,Plain bread,1
499,2019-09-09 12:04:00.000,Monday,22600,동면,Cacao deep,1
499,2019-09-09 12:04:00.000,Monday,22600,동면,Pain au chocolat,1
500,2019-09-09 13:01:00.000,Monday,14800,후평 3동,Angbutter,1
500,2019-09-09 13:01:00.000,Monday,14800,후평 3동,Croissant,1
500,2019-09-09 13:01:00.000,Monday,14800,후평 3동,Pandoro,1
501,2019-09-09 13:12:00.000,Monday,14800,석사동,Angbutter,1
501,2019-09-09 13:12:00.000,Monday,14800,석사동,Plain bread,1
501,2019-09-09 13:12:00.000,Monday,14800,석사동,Caffe latte,1
502,2019-09-09 13:23:00.000,Monday,21000,신사우동,Plain bread,1
502,2019-09-09 13:23:00.000,Monday,21000,신사우동,Jam,1
502,2019-09-09 13:23:00.000,Monday,21000,신사우동,Americano,1
502,2019-09-09 13:23:00.000,Monday,21000,신사우동,Tiramisu croissant,1
502,2019-09-09 13:23:00.000,Monday,21000,신사우동,Milk tea,1
503,2019-09-09 14:17:00.000,Monday,18800,신사우동,Angbutter,1
503,2019-09-09 14:17:00.000,Monday,18800,신사우동,Plain bread,1
503,2019-09-09 14:17:00.000,Monday,18800,신사우동,Americano,1
503,2019-09-09 14:17:00.000,Monday,18800,신사우동,Pain au chocolat,1
504,2019-09-09 14:44:00.000,Monday,15100,근화동,Angbutter,2
504,2019-09-09 14:44:00.000,Monday,15100,근화동,Pain au chocolat,1
505,2019-09-09 14:49:00.000,Monday,24100,후평 3동,Angbutter,3
505,2019-09-09 14:49:00.000,Monday,24100,후평 3동,Cacao deep,1
506,2019-09-09 15:42:00.000,Monday,21800,동면,Angbutter,1
506,2019-09-09 15:42:00.000,Monday,21800,동면,Plain bread,1
506,2019-09-09 15:42:00.000,Monday,21800,동면,Croissant,2
506,2019-09-09 15:42:00.000,Monday,21800,동면,Pandoro,1
507,2019-09-09 15:42:00.000,Monday,20400,후평 3동,Angbutter,3
507,2019-09-09 15:42:00.000,Monday,20400,후평 3동,Cacao deep,1
508,2019-09-09 16:01:00.000,Monday,18600,강남동,Angbutter,2
508,2019-09-09 16:01:00.000,Monday,18600,강남동,Croissant,2
509,2019-09-11 11:13:00.000,Wednesday,42300,퇴계동,Angbutter,6
509,2019-09-11 11:13:00.000,Wednesday,42300,퇴계동,Tiramisu croissant,1
509,2019-09-11 11:13:00.000,Wednesday,42300,퇴계동,Pandoro,1
509,2019-09-11 11:13:00.000,Wednesday,42300,퇴계동,Wiener,1
510,2019-09-11 11:25:00.000,Wednesday,15600,동면,Angbutter,2
510,2019-09-11 11:25:00.000,Wednesday,15600,동면,Cacao deep,1
511,2019-09-11 13:06:00.000,Wednesday,14300,후평 1동,Angbutter,1
511,2019-09-11 13:06:00.000,Wednesday,14300,후평 1동,Americano,1
511,2019-09-11 13:06:00.000,Wednesday,14300,후평 1동,Pain au chocolat,1
512,2019-09-11 13:08:00.000,Wednesday,24400,조운동,Angbutter,3
512,2019-09-11 13:08:00.000,Wednesday,24400,조운동,Plain bread,1
512,2019-09-11 13:08:00.000,Wednesday,24400,조운동,Caffe latte,1
513,2019-09-11 13:21:00.000,Wednesday,33400,신사우동,Angbutter,3
513,2019-09-11 13:21:00.000,Wednesday,33400,신사우동,Croissant,1
513,2019-09-11 13:21:00.000,Wednesday,33400,신사우동,Cacao deep,2
513,2019-09-11 13:21:00.000,Wednesday,33400,신사우동,Orange pound,1
514,2019-09-11 14:22:00.000,Wednesday,15300,후평 3동,Angbutter,1
514,2019-09-11 14:22:00.000,Wednesday,15300,후평 3동,Americano,1
514,2019-09-11 14:22:00.000,Wednesday,15300,후평 3동,Orange pound,1
515,2019-09-11 14:48:00.000,Wednesday,16300,소양동,Angbutter,1
515,2019-09-11 14:48:00.000,Wednesday,16300,소양동,Croissant,1
515,2019-09-11 14:48:00.000,Wednesday,16300,소양동,Pain au chocolat,1
515,2019-09-11 14:48:00.000,Wednesday,16300,소양동,Wiener,1
516,2019-09-11 14:57:00.000,Wednesday,24600,후평 2동,Angbutter,1
516,2019-09-11 14:57:00.000,Wednesday,24600,후평 2동,Plain bread,1
516,2019-09-11 14:57:00.000,Wednesday,24600,후평 2동,Jam,1
516,2019-09-11 14:57:00.000,Wednesday,24600,후평 2동,Milk tea,1
516,2019-09-11 14:57:00.000,Wednesday,24600,후평 2동,Gateau chocolat,1
516,2019-09-11 14:57:00.000,Wednesday,24600,후평 2동,Orange pound,1
517,2019-09-11 15:28:00.000,Wednesday,16400,동면,Angbutter,3
518,2019-09-11 15:30:00.000,Wednesday,15100,동면,Angbutter,1
518,2019-09-11 15:30:00.000,Wednesday,15100,동면,Tiramisu croissant,1
518,2019-09-11 15:30:00.000,Wednesday,15100,동면,Gateau chocolat,1
519,2019-09-12 11:13:00.000,Thursday,15000,효자 2동,Cacao deep,1
519,2019-09-12 11:13:00.000,Thursday,15000,효자 2동,Almond croissant,1
519,2019-09-12 11:13:00.000,Thursday,15000,효자 2동,Vanila latte,1
520,2019-09-12 11:16:00.000,Thursday,15800,후평 2동,Angbutter,1
520,2019-09-12 11:16:00.000,Thursday,15800,후평 2동,Americano,1
520,2019-09-12 11:16:00.000,Thursday,15800,후평 2동,Wiener,2
521,2019-09-12 12:01:00.000,Thursday,19800,후평 2동,Angbutter,1
521,2019-09-12 12:01:00.000,Thursday,19800,후평 2동,Plain bread,1
521,2019-09-12 12:01:00.000,Thursday,19800,후평 2동,Jam,1
521,2019-09-12 12:01:00.000,Thursday,19800,후평 2동,Americano,1
521,2019-09-12 12:01:00.000,Thursday,19800,후평 2동,Cacao deep,1
522,2019-09-12 12:26:00.000,Thursday,16400,퇴계동,Angbutter,3
523,2019-09-12 12:40:00.000,Thursday,23300,후평 1동,Angbutter,1
523,2019-09-12 12:40:00.000,Thursday,23300,후평 1동,Americano,2
523,2019-09-12 12:40:00.000,Thursday,23300,후평 1동,Tiramisu croissant,1
523,2019-09-12 12:40:00.000,Thursday,23300,후평 1동,Cacao deep,1
524,2019-09-12 12:00:00.000,Thursday,14300,후평 1동,Angbutter,1
524,2019-09-12 12:00:00.000,Thursday,14300,후평 1동,Croissant,1
524,2019-09-12 12:00:00.000,Thursday,14300,후평 1동,Cacao deep,1
525,2019-09-12 12:45:00.000,Thursday,22100,후평 2동,Angbutter,2
525,2019-09-12 12:45:00.000,Thursday,22100,후평 2동,Croissant,1
525,2019-09-12 12:45:00.000,Thursday,22100,후평 2동,Pain au chocolat,2
526,2019-09-12 13:25:00.000,Thursday,15100,후평 3동,Angbutter,2
526,2019-09-12 13:25:00.000,Thursday,15100,후평 3동,Croissant,1
527,2019-09-12 13:43:00.000,Thursday,15800,후평 1동,Angbutter,1
527,2019-09-12 13:43:00.000,Thursday,15800,후평 1동,Cacao deep,1
527,2019-09-12 13:43:00.000,Thursday,15800,후평 1동,Wiener,2
528,2019-09-12 13:51:00.000,Thursday,27600,효자 2동,Angbutter,2
528,2019-09-12 13:51:00.000,Thursday,27600,효자 2동,Plain bread,1
528,2019-09-12 13:51:00.000,Thursday,27600,효자 2동,Croissant,1
